num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,122,30,13,Thu,AKLKUL,India,1,0,0,8.83,0
2,Internet,RoundTrip,88,30,8,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,259,82,9,Sun,AKLKUL,Malaysia,1,0,1,8.83,1
5,Internet,RoundTrip,188,17,12,Thu,AKLKUL,Malaysia,1,0,1,8.83,1
1,Internet,RoundTrip,149,17,4,Mon,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,15,28,7,Sun,AKLKUL,Saudi Arabia,0,0,0,8.83,1
1,Mobile,RoundTrip,8,238,5,Fri,AKLKUL,New Zealand,1,1,0,8.83,0
1,Internet,RoundTrip,70,20,14,Sat,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,77,28,15,Wed,AKLKUL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,106,27,7,Sun,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,37,95,17,Tue,AKLKUL,Netherlands,1,0,1,8.83,0
2,Internet,RoundTrip,183,34,11,Fri,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,40,31,5,Fri,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,95,83,6,Wed,AKLKUL,New Zealand,0,0,0,8.83,1
2,Internet,RoundTrip,64,29,12,Mon,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,22,27,9,Sun,AKLKUL,New Zealand,0,0,1,8.83,0
2,Internet,RoundTrip,150,31,8,Sun,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,73,27,12,Fri,AKLKUL,New Zealand,0,0,0,8.83,0
5,Internet,RoundTrip,206,17,13,Sun,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,25,19,6,Fri,AKLKUL,Malaysia,1,1,0,8.83,0
1,Mobile,RoundTrip,123,70,22,Tue,AKLKUL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,298,22,7,Tue,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,241,125,11,Wed,AKLKUL,New Zealand,1,0,1,8.83,0
2,Mobile,RoundTrip,195,27,2,Wed,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,122,54,5,Thu,AKLKUL,Hong Kong,0,0,1,8.83,0
2,Internet,RoundTrip,216,26,9,Sun,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,111,42,7,Mon,AKLKUL,Japan,1,0,0,8.83,1
1,Internet,RoundTrip,11,39,7,Sat,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,19,93,3,Mon,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,0,23,5,Tue,AKLKUL,Malaysia,0,0,0,8.83,0
4,Internet,RoundTrip,38,21,0,Mon,AKLKUL,Malaysia,1,0,1,8.83,0
4,Mobile,RoundTrip,210,21,4,Sun,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,39,21,7,Mon,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,54,20,8,Mon,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,32,41,1,Sun,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,304,59,0,Wed,AKLKUL,New Zealand,1,0,1,8.83,0
3,Internet,RoundTrip,363,18,2,Mon,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,214,31,9,Sun,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,162,18,11,Tue,AKLKUL,Malaysia,1,0,0,8.83,1
2,Internet,RoundTrip,231,17,15,Tue,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,62,21,3,Thu,AKLKUL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,314,19,8,Wed,AKLKUL,New Zealand,0,1,0,8.83,0
1,Internet,RoundTrip,30,85,15,Fri,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,120,20,12,Fri,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,25,19,3,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,62,30,7,Thu,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,198,20,5,Mon,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,94,22,15,Fri,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,229,20,7,Thu,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,282,18,16,Sat,AKLKUL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,49,40,17,Fri,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,3,49,11,Tue,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,186,19,15,Sun,AKLKUL,Malaysia,0,0,0,8.83,1
2,Internet,RoundTrip,296,37,6,Sat,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,283,56,9,Mon,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,156,22,8,Wed,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,347,21,4,Mon,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,363,31,16,Sun,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,255,33,10,Sat,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,280,80,8,Mon,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,11,30,5,Mon,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,269,20,6,Tue,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,267,91,7,Tue,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,213,28,20,Tue,AKLKUL,Germany,1,0,0,8.83,0
1,Internet,RoundTrip,191,17,14,Wed,AKLKUL,Croatia,0,0,0,8.83,0
1,Internet,RoundTrip,10,61,9,Fri,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,244,30,3,Wed,AKLKUL,Malaysia,1,0,1,8.83,1
2,Internet,RoundTrip,265,37,10,Thu,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,30,85,15,Fri,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,153,20,13,Wed,AKLKUL,Philippines,0,0,0,8.83,0
1,Mobile,RoundTrip,121,19,10,Tue,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,293,44,2,Wed,AKLKUL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,82,18,11,Tue,AKLKUL,New Zealand,0,0,1,8.83,0
1,Internet,RoundTrip,86,29,3,Fri,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,252,25,9,Tue,AKLKUL,Malaysia,0,0,0,8.83,1
5,Internet,RoundTrip,81,17,14,Thu,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,11,30,6,Tue,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,254,60,20,Tue,AKLKUL,United Kingdom,0,0,0,8.83,0
1,Internet,RoundTrip,60,18,9,Mon,AKLKUL,Malaysia,1,0,1,8.83,1
2,Internet,RoundTrip,8,25,6,Sat,AKLKUL,Malaysia,1,0,0,8.83,0
3,Internet,RoundTrip,92,34,11,Mon,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,42,17,11,Sat,AKLKUL,New Zealand,0,0,1,8.83,0
4,Mobile,RoundTrip,292,22,5,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,95,26,7,Fri,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,34,28,8,Sat,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,229,23,23,Wed,AKLKUL,South Korea,0,0,0,8.83,0
1,Internet,RoundTrip,41,41,15,Mon,AKLKUL,Malaysia,1,1,0,8.83,0
2,Mobile,RoundTrip,79,37,11,Sun,AKLKUL,Malaysia,1,0,1,8.83,0
1,Mobile,RoundTrip,94,64,9,Sun,AKLKUL,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,9,41,11,Mon,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,61,83,2,Wed,AKLKUL,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,203,28,11,Fri,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,321,80,2,Thu,AKLKUL,New Zealand,1,0,0,8.83,0
3,Internet,RoundTrip,259,21,9,Sat,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,107,18,1,Thu,AKLKUL,United States,0,0,0,8.83,0
2,Internet,RoundTrip,186,20,17,Sat,AKLKUL,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,133,19,17,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,349,17,17,Sun,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,97,23,6,Sun,AKLKUL,Malaysia,1,0,1,8.83,1
4,Internet,RoundTrip,393,17,23,Mon,AKLKUL,New Zealand,1,0,1,8.83,0
1,Mobile,RoundTrip,225,107,5,Mon,AKLKUL,New Zealand,1,1,0,8.83,0
1,Internet,RoundTrip,7,20,5,Mon,AKLKUL,Malaysia,1,0,0,8.83,1
3,Internet,RoundTrip,222,17,2,Wed,AKLKUL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,337,26,1,Mon,AKLKUL,France,0,0,1,8.83,0
1,Internet,RoundTrip,46,23,9,Fri,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,42,21,9,Sun,AKLKUL,Laos,0,0,0,8.83,0
5,Internet,RoundTrip,145,47,11,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
9,Internet,RoundTrip,164,17,7,Fri,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,414,305,5,Tue,AKLKUL,Malaysia,0,1,0,8.83,0
1,Internet,RoundTrip,43,30,10,Tue,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,318,47,4,Mon,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,136,30,17,Tue,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,152,17,2,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,287,20,13,Wed,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,279,18,7,Sun,AKLKUL,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,277,21,3,Tue,AKLKUL,New Zealand,1,1,0,8.83,0
2,Internet,RoundTrip,331,17,13,Wed,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,OneWay,12,1,19,Wed,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,246,149,11,Wed,AKLKUL,United Kingdom,0,0,0,8.83,0
1,Internet,RoundTrip,359,20,7,Tue,AKLKUL,Malaysia,0,0,1,8.83,0
1,Internet,RoundTrip,318,23,2,Sun,AKLKUL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,95,86,13,Mon,AKLKUL,Malaysia,1,1,1,8.83,0
3,Internet,RoundTrip,57,30,15,Mon,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,70,22,5,Sun,AKLKUL,New Zealand,1,0,1,8.83,0
1,Mobile,RoundTrip,336,17,20,Sat,AKLKUL,South Korea,0,0,0,8.83,0
1,Internet,RoundTrip,26,31,14,Sun,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,162,22,10,Thu,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,9,20,2,Sun,AKLKUL,Netherlands,1,0,1,8.83,0
1,Internet,RoundTrip,82,17,9,Sun,AKLKUL,Malaysia,0,0,1,8.83,0
3,Internet,RoundTrip,168,21,1,Tue,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,212,78,5,Fri,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,292,20,6,Sun,AKLKUL,New Zealand,1,0,0,8.83,1
1,Internet,RoundTrip,24,18,12,Sun,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,20,72,14,Sat,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,40,77,4,Wed,AKLKUL,New Zealand,0,0,0,8.83,0
2,Mobile,RoundTrip,164,37,19,Fri,AKLKUL,Ireland,1,0,1,8.83,0
2,Internet,RoundTrip,27,45,7,Mon,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,73,39,11,Sat,AKLKUL,New Zealand,1,1,0,8.83,0
1,Internet,OneWay,29,1,2,Sun,AKLKUL,New Zealand,1,0,0,8.83,0
3,Internet,RoundTrip,192,22,9,Mon,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,22,20,7,Thu,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,70,183,2,Wed,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,204,21,9,Thu,AKLKUL,India,0,0,0,8.83,0
1,Mobile,RoundTrip,38,71,9,Thu,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,45,36,6,Fri,AKLKUL,Singapore,0,0,0,8.83,0
3,Internet,RoundTrip,206,28,15,Mon,AKLKUL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,37,25,1,Tue,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,79,90,4,Wed,AKLKUL,Malaysia,1,0,1,8.83,1
2,Internet,RoundTrip,86,18,8,Thu,AKLKUL,Malaysia,1,1,1,8.83,1
3,Internet,RoundTrip,163,21,3,Sat,AKLKUL,New Zealand,0,0,0,8.83,0
2,Internet,RoundTrip,28,22,16,Wed,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,102,37,9,Wed,AKLKUL,Cyprus,1,0,1,8.83,0
1,Mobile,RoundTrip,2,21,15,Fri,AKLKUL,New Zealand,0,0,0,8.83,0
1,Mobile,RoundTrip,23,78,8,Sun,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,199,35,14,Sun,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,242,22,0,Sun,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,97,54,10,Sat,AKLKUL,New Zealand,0,0,1,8.83,0
1,Internet,RoundTrip,11,22,0,Tue,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,49,52,9,Sun,AKLKUL,Laos,1,0,0,8.83,0
1,Mobile,RoundTrip,377,35,10,Sun,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,63,19,8,Mon,AKLKUL,Malaysia,1,0,0,8.83,1
2,Internet,RoundTrip,292,89,9,Mon,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,114,18,0,Wed,AKLKUL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,2,27,14,Fri,AKLKUL,Saudi Arabia,1,1,0,8.83,0
1,Internet,RoundTrip,153,24,7,Sat,AKLKUL,New Zealand,0,0,1,8.83,0
1,Internet,RoundTrip,317,30,14,Wed,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,76,85,0,Sun,AKLKUL,New Zealand,0,0,0,8.83,1
2,Internet,RoundTrip,380,19,13,Mon,AKLKUL,Malaysia,1,1,1,8.83,0
2,Internet,RoundTrip,386,25,3,Mon,AKLKUL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,352,22,5,Sun,AKLKUL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,113,18,8,Tue,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,40,86,1,Tue,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,105,17,15,Wed,AKLKUL,Malaysia,1,0,1,8.83,1
1,Internet,RoundTrip,32,25,13,Mon,AKLKUL,Malaysia,0,0,0,8.83,0
1,Mobile,RoundTrip,30,44,9,Sat,AKLKUL,Malaysia,1,1,0,8.83,1
2,Internet,RoundTrip,57,62,4,Sun,AKLKUL,Malaysia,0,0,0,8.83,0
2,Mobile,RoundTrip,209,27,2,Fri,AKLKUL,New Zealand,1,1,0,8.83,0
1,Internet,RoundTrip,175,22,1,Sat,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,63,66,5,Wed,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,235,19,9,Mon,AKLKUL,Malaysia,0,0,0,8.83,1
1,Internet,RoundTrip,280,80,8,Mon,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,389,17,6,Fri,AKLKUL,Malaysia,0,0,0,8.83,1
1,Internet,RoundTrip,108,24,9,Tue,AKLKUL,New Zealand,0,0,0,8.83,0
